seriesID,title,descrip,thumbnail,thumbnail_extension
17676,"THANOS RISING TPB (MARVEL NOW) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17679,"Avengers: Threat Assessment (2012)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1768,"Excalibur Classic Vol. 2: Two-Edged Sword (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4bc5d7a32c8db,"jpg"
17681,"Avengers Vol. 4: Infinity (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17682,"AVENGERS VOL. 4: INFINITY TPB  (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17684,"ESSENTIAL AVENGERS VOL. 9 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17685,"ESSENTIAL CAPTAIN AMERICA VOL. 7 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17686,"Essential Defenders (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17687,"ESSENTIAL FANTASTIC FOUR VOL. 9 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17688,"Essential Wolverine (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17689,"GAMBIT VOL. 3: KING OF THIEVES TPB (MARVEL NOW) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17691,"Marvel Knights: Hulk (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/d/c0/5449309a19176,"jpg"
17693,"Marvel Knights: Spider-Man (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/544931320e31a,"jpg"
17694,"MARVEL KNIGHTS: SPIDER-MAN - FIGHT NIGHT TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17695,"MARVEL NOIR: DAREDEVIL/CAGE/IRON MAN TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17697,"Ultimate Comics Divided We Fall, United We Stand (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17698,"Uncanny Avengers Annual (2014 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/2/40/542eed92ebdca,"jpg"
17701,"WOLVERINE MAX VOL. 2: ESCAPE TO L.A. TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17704,"Marvel Universe Avengers Assemble (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/2/d0/58ebfd2b29edf,"jpg"
17705,"MARVEL UNIVERSE AVENGERS ASSEMBLE VOL. 1 DIGEST (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17712,"Guardians of the Galaxy by Jim Valentino (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17714,"Indestructible Hulk Special (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17719,"Age of Ultron: AI (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/5384f3bcb86ef,"jpg"
1772,"X-Men Fairy Tales (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4bc5e6a23f16c,"jpg"
17721,"Avengers: Heart of Stone (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17722,"Avengers: The Complete Collection by Geoff Johns (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17723,"Cable and X-Force Classic (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17724,"Fantomex Max (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/e/30/543809e846743,"jpg"
17725,"FANTOMEX MAX TPB (2020 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17726,"Iron Man/War Machine: Hands of the Mandarin (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1773,"Marvel Adventures Fantastic Four Vol. 4: Cosmic Threats (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/5/60/4bc5bfaddfa69,"jpg"
17733,"Scarlet Book 2 Premiere (2016)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17735,"Infinity (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/f/70/51c9dad6dc92c,"jpg"
17736,"Infinity (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17738,"THOR: GODS, GLADIATORS & THE GUARDIANS OF THE GALAXY TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17739,"Ultimate Comics Wolverine (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/a/10/51eed51e87f75,"jpg"
1774,"X-Men: Mutant Genesis (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4bc5f8006709a,"jpg"
17740,"Ultimate Comics Wolverine (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17741,"Venom: The Enemy Within (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17742,"Wolverine: First Cuts (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17743,"X-Termination (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/c/40/542d9bf05c2fc,"jpg"
17746,"Avengers: The Complete Collection by Geoff Johns (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17747,"Fantastic Four: Crusaders & Titans (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17749,"Amazing Spider-Man: Family Business (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/e/40/57c7529586451,"jpg"
1775,"X-Men: The Dark Phoenix Saga (New Printing) (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4bc5eede53ad2,"jpg"
17751,"ULTIMATE SPIDER-MAN ULTIMATE COLLECTION BOOK 4 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17752,"ALL-NEW X-MEN/INDESTRUCTIBLE HULK/SUPERIOR SPIDER-MAN: THE ARMS OF THE OCTOPUS TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17754,"Guardians of the Galaxy: Tomorrow's Avengers (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/f/20/52cdbdfa146c8,"jpg"
17755,"Guardians of the Galaxy Infinite Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/1/e0/52cdba86b3fab,"jpg"
17756,"Marvel's Captain America: The Winter Soldier - The Art of the Movie (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17758,"X-Men: Days of Future Past (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17759,"X-Men: X-Termination (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1776,"Friendly Neighborhood Spider-Man Vol. 1: Derailed (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/9/d0/4bc5e697a83a6,"jpg"
178,"Marvel Masterworks: The Incredible Hulk Vol. 1 (2003)",,http://i.annihil.us/u/prod/marvel/i/mg/c/00/4bc35f809aba3,"jpg"
1780,"Doctor Strange Vs. Dracula: The Montesi Formula (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/c/30/4bc5c18ac099b,"jpg"
17800,"Incredible Hulk: Crossroads (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17801,"JOURNEY INTO MYSTERY FEATURING SIF VOL. 2: SEEDS OF DESTRUCTION TPB (MARVEL NOW) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17802,"Red She-Hulk: Route 616 (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17803,"X-MEN: GHOSTS TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17804,"Uncanny X-Men: The Complete Collection by Matt Fraction (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17806,"Amazing Spider-Man: Who Am I? (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17807,"Avengers: Heavy Metal (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17808,"Deadpool: Dracula's Gauntlet (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17809,"Doctor Strange & Dr. Doom: Triumph & Torment (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1781,"Iron Man: Extremis (2007)",,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/4bc5ae737ec9c,"jpg"
17810,"Iron Man: Fatal Frontier (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17811,"Wolverine by Larry Hama & Marc Silvestri (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17813,"X-Men: Fallen Angels (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17814,"X-MEN: MAGIK - STORM & ILLYANA TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17815,"Thor by Walter Simonson (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17816,"Thor by Walter Simonson (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17817,"THOR BY WALTER SIMONSON VOL. 3 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17818,"Thor by Walter Simonson (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17820,"Wolverine: Japan's Most Wanted Infinite Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1783,"Spider-Man Loves Mary Jane Vol. 2: The New Girl (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/2/30/4bc5b4f4cd3df,"jpg"
17834,"Amazing Spider-Man: Who Am I? Infinite Digital Comic (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/f/90/54f4cdfbb825e,"jpg"
1784,"Fantastic Four: Books of Doom Premiere (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/4bc5d630d6113,"jpg"
17846,"Deadpool: The Gauntlet Infinite Comic (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/f/00/54f4d31defad0,"jpg"
17851,"Deadpool Infinite Digital Comic (2014 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17859,"Iron Man: Fatal Frontier Infinite Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/5695506d2de5a,"jpg"
17860,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17861,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17862,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17863,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17864,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17865,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17866,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17867,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17868,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17869,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17870,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17871,"Iron Man Infinite Digital Comic (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1788,"Nextwave: Agents of H.a.T.E. Vol. 1 - This Is What They Want Premiere (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17880,"Thor Vs. Thanos (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17881,"Avengers: Endless Wartime (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/1/90/57c754838e827,"jpg"
17882,"Avengers: Endless Wartime (2016)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17886,"Black Bolt: Something Inhuman This Way Comes (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17887,"Captain Universe: The Hero Who Could Be You (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/3/60/54380a196cd63,"jpg"
17888,"Inhumans by Paul Jenkins & Jae Lee (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17889,"Iron Man: The Coming of the Melter! (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/542c71c3cc426,"jpg"
1789,"Marvel Westerns (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/2/10/4bc5b9fb3a4cd,"jpg"
17894,"Squadron Supreme (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17895,"SUPERIOR SPIDER-MAN VOL. 3: NO ESCAPE TPB (MARVEL NOW) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17896,"SUPERIOR SPIDER-MAN VOL. 4: NECESSARY EVIL TPB (MARVEL NOW) (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17897,"Superior Spider-Man Annual (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17898,"Thanos: The Infinity Revelation (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/9/60/57c7573c1b2ce,"jpg"
179,"Marvel Masterworks: The X-Men Vol. 1 (2003)",,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4bc37529d46bd,"jpg"
17900,"Ultron (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17901,"Wolverine & the X-Men Annual (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17902,"Hawkeye Annual (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1791,"Squadron Supreme Vol. 1: The Pre-War Years Premiere (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4bc5bc9660630,"jpg"
17916,"Thor: Worthy Origins (2017)",,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5a8c761bb5e15,"jpg"
17917,"Deadpool Vs. The Punisher (2017)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1792,"Storm Premiere (2007)",,http://i.annihil.us/u/prod/marvel/i/mg/6/90/4bc5ae6304959,"jpg"
17921,"Pacific Rim: Tales from Year Zero (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17923,"Daredevil by Mark Waid (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17924,"Daredevil by Mark Waid Vol. 6 (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17926,"Origin II (2013 - 2014)",,http://i.annihil.us/u/prod/marvel/i/mg/f/90/58c9b644aeace,"jpg"
17927,"Stryfe's Strike File (1993)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17928,"New Avengers: Most Wanted Files (2005)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17929,"Age of Ultron Companion (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17930,"SECRET AVENGERS VOL. 3: HOW TO MA.I.M. A MOCKINGBIRD TPB (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17931,"Uncanny Avengers Vol. 3: Ragnarok Now (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17932,"UNCANNY AVENGERS VOL. 3: RAGNAROK NOW  (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17933,"Wolverine: Origin II (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17934,"DARK AVENGERS: THE END IS THE BEGINNING (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17936,"HAWKEYE VOL. 1 HC (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17937,"Infinity Gauntlet Aftermath (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17938,"Spider-Man 2099 (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17943,"George Romero's Empire of the Dead: Act One (2014 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/52d7fbe8bfb75,"jpg"
17944,"George Romero's Empire of the Dead: Act Three (2015 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/5/60/5522b2c11e6b1,"jpg"
17945,"George Romero's Empire of the Dead: Act Two (2014 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/9/20/542adfb9b1346,"jpg"
17946,"Kick-Ass 3 (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/8/03/54493025e91e3,"jpg"
17948,"Kick-Ass 3 (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17949,"Kick-Ass 3 (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17950,"Mini Marvels: The Complete Collection (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17951,"Avengers: The Enemy Within (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/6/90/543809a9b43ce,"jpg"
17954,"Avengers A.I. (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/d/03/51d334789176b,"jpg"
17955,"AVENGERS A.I. VOL. 1: HUMAN AFTER ALL TPB (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17956,"Avengers A.I. (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17957,"Deadpool Kills Deadpool (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17958,"Marvel: Now What? (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17959,"The Superior Foes of Spider-Man (2013 - 2015)",,http://i.annihil.us/u/prod/marvel/i/mg/1/80/5941855a9495f,"jpg"
1796,"Essential X-Men Vol. 4 (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/4bc5ed8335961,"jpg"
17960,"THE SUPERIOR FOES OF SPIDER-MAN VOL. 1: GETTING THE BAND BACK TOGETHER TPB (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17964,"X-Men: Battle of the Atom (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/51f927216d1f9,"jpg"
17966,"Avengers/Iron Man: First Sign (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/4/30/5a85e6b761686,"jpg"
17967,"AVENGERS: KREE/SKRULL WAR TPB (ALL-NEW EDITION) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17969,"SPIDER-MAN/WOLVERINE BY ZEB WELLS & JOE MADUREIRA HC (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1797,"Ghost Rider Vol. 1: Vicious Cycle (2007)",,http://i.annihil.us/u/prod/marvel/i/mg/f/00/4bc5ae581edd0,"jpg"
17970,"DAREDEVIL EPIC COLLECTION: FALL FROM GRACE TPB (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17971,"Deadpool Classic (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17972,"ESSENTIAL DAREDEVIL VOL. 6 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17973,"ESSENTIAL HULK VOL. 7 TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17974,"Inhumans: By Right of Birth (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17975,"INHUMANS: THE ORIGIN OF THE INHUMANS TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17977,"Marvel Universe Thor (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17978,"S.H.I.E.L.D.: NICK FURY VS. S.H.I.E.L.D. TPB (NEW PRINTING) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17979,"Spider-Man: Life in the Mad Dog Ward (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17980,"Spider-Man: Mark of the Tarantula (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17981,"Thanos: Infinity Abyss (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17982,"Thanos: Redemption (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17983,"Thor Vs. Hulk (2017)",,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/5a8c766f164fb,"jpg"
17984,"X-Men: A Skinning of Souls (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17985,"X-Men: Age of Apocalypse (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17986,"X-Men: Storm by Warren Ellis & Terry Dodson (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17987,"X-Men: X-Corps (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17988,"Young Marvel: Little X-Men, Little Avengers, Big Trouble (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17989,"George Romero's Empire of the Dead: Act One (2020 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1799,"ASTONISHING X-MEN VOL. 1 HC BOOK MARKET VARIANT (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17990,"George Romero's Empire of the Dead (2016)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17991,"George Romero's Empire of the Dead: Act Two (2020 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17992,"George Romero's Empire of the Dead: Act Three (2015)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17993,"Flashback: Uncanny  X-Men (1997)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17995,"Deadpool Kills Deadpool (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/a/70/53879daf69eb5,"jpg"
17996,"Avengers: Season One (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/57c7407cc58f0,"jpg"
17998,"Marvel Universe Thor Comic Reader (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
17999,"SUPERIOR SPIDER-MAN VOL. 1 HC (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18,"Daredevil Visionaries: Kevin Smith (Daredevil Vol. I: Guardian Devil) (1999)",,http://i.annihil.us/u/prod/marvel/i/mg/1/a0/4bc670bb4cbea,"jpg"
180,"Marvel Masterworks: The Fantastic Four Vol. 1 (2003)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
1800,"Marvel Adventures the Avengers Vol. 1: Heroes Assembled (2006)",,http://i.annihil.us/u/prod/marvel/i/mg/1/d0/4bc5c14d8bdbb,"jpg"
18000,"SUPERIOR SPIDER-MAN VOL. 1 HC DITKO COVER (DM ONLY) (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18001,"Wolverine: Blood Wedding (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18002,"Wolverine: The Return of Weapon X (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18004,"Spider-Man: The Gathering of Five (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18005,"THOR: THE WARRIORS THREE - THE COMPLETE COLLECTION TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18008,"Wolverine: In The Flesh (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18009,"THE TOWER CHRONICLES BOOK ONE: GEISTHAWK PREMIERE HC (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18010,"YOUNG AVENGERS VOL. 3: MIC-DROP AT THE EDGE OF TIME AND SPACE TPB  (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18012,"Hawkeye Vol. 4: Rio Bravo (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18015,"Avengers: Absolute Vision (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18016,"Avengers: Absolute Vision (2014)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18017,"ENDER'S GAME GRAPHIC NOVEL TPB (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18018,"KICK-ASS 2 PRELUDE: HIT-GIRL (2013 - Present)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18019,"Deadpool by Daniel Way: The Complete Collection (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
18020,"Deadpool by Daniel Way: The Complete Collection Vol. 2 (2013)",,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available,"jpg"
